S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
202,2021-02-24,466,112508.00,42936768.00,390.00,374.00,378.00
203,2021-02-23,597,159540.00,59631863.00,382.00,369.00,377.00
204,2021-02-22,809,270912.00,104067552.00,393.00,377.00,382.00
205,2021-02-21,720,229052.00,90305315.00,402.00,390.00,393.00
206,2021-02-18,1005,244100.00,97395313.00,411.00,391.00,399.00
207,2021-02-17,927,291164.00,113731438.00,405.00,384.00,392.00
208,2021-02-16,1105,351106.00,135885369.00,394.00,378.00,386.00
209,2021-02-15,647,188528.00,70770933.00,382.00,369.00,378.00
210,2021-02-14,400,102420.00,37696993.00,374.00,365.00,366.00
211,2021-02-11,845,279098.00,104897131.00,381.00,371.00,373.00
212,2021-02-10,567,141432.00,52855482.00,380.00,365.00,375.00
213,2021-02-09,835,231832.00,86436173.00,387.00,364.00,374.00
214,2021-02-08,1247,343821.00,126655024.00,392.00,356.00,379.00
215,2021-02-07,498,105210.00,37493557.00,364.00,355.00,357.00
216,2021-02-04,642,157185.00,55657474.00,358.00,343.00,358.00
217,2021-02-03,704,190828.00,67576975.00,364.00,347.00,349.00
218,2021-02-02,747,183728.00,63437889.00,349.00,340.00,349.00
219,2021-02-01,269,96359.00,32688033.00,345.00,336.00,341.00
220,2021-01-31,393,119107.00,40377556.00,345.00,336.00,337.00
221,2021-01-28,502,132572.00,45846339.00,352.00,342.00,343.00
222,2021-01-27,448,154145.00,54676231.00,361.00,351.00,352.00
223,2021-01-26,294,101916.00,36977739.00,367.00,360.00,361.00
224,2021-01-25,331,99227.00,36037000.00,368.00,360.00,364.00
225,2021-01-24,478,134985.00,49317760.00,372.00,360.00,363.00
226,2021-01-21,363,95967.00,34350179.00,363.00,355.00,358.00
227,2021-01-20,283,98761.00,35496076.00,363.00,356.00,360.00
228,2021-01-19,501,152623.00,55005030.00,368.00,345.00,358.00
229,2021-01-18,406,159741.00,58126493.00,370.00,348.00,363.00
230,2021-01-17,289,80636.00,29383576.00,375.00,362.00,363.00
231,2021-01-13,351,125662.00,46447309.00,376.00,367.00,368.00
232,2021-01-12,395,116392.00,42946504.00,391.00,365.00,369.00
233,2021-01-11,566,317756.00,119222878.00,380.00,370.00,373.00
234,2021-01-10,795,304238.00,114003576.00,382.00,363.00,376.00
235,2021-01-07,1114,351392.00,128764035.00,376.00,352.00,376.00
236,2021-01-06,1258,429292.00,153298806.00,365.00,345.00,359.00
237,2021-01-05,560,228426.00,77926730.00,345.00,334.00,344.00
238,2021-01-04,781,261807.00,88926763.00,347.00,335.00,339.00
239,2021-01-03,949,314873.00,103923925.00,340.00,323.00,329.00
240,2020-12-31,627,215881.00,69377684.00,327.00,313.00,321.00
241,2020-12-30,227,68267.00,21167361.00,312.00,308.00,311.00
242,2020-12-29,196,57343.00,17810014.00,312.00,309.00,310.00
243,2020-12-28,197,58241.00,18161838.00,314.00,310.00,312.00
244,2020-12-27,220,77176.00,24074998.00,318.00,310.00,313.00
245,2020-12-24,220,79537.00,24999823.00,317.00,312.00,312.00
246,2020-12-23,360,132329.00,42108063.00,322.00,316.00,316.00
247,2020-12-22,415,130399.00,40607845.00,316.00,308.00,313.00
248,2020-12-21,495,147953.00,44995475.00,311.00,300.00,307.00
249,2020-12-20,491,150539.00,46681561.00,317.00,308.00,308.00
250,2020-12-17,257,86095.00,27179217.00,319.00,314.00,316.00
251,2020-12-16,233,62605.00,19877980.00,334.00,315.00,315.00
252,2020-12-15,312,107087.00,34312658.00,334.00,318.00,319.00
253,2020-12-14,306,106664.00,34182617.00,324.00,318.00,319.00
254,2020-12-13,271,88282.00,27783756.00,318.00,312.00,318.00
255,2020-12-10,276,62228.00,19391173.00,314.00,310.00,313.00
256,2020-12-09,237,49519.00,15514764.00,316.00,312.00,312.00
257,2020-12-08,197,36076.00,11429977.00,322.00,315.00,316.00
258,2020-12-07,267,61452.00,19444493.00,324.00,311.00,319.00
259,2020-12-06,382,108674.00,34257082.00,320.00,311.00,312.00
260,2020-12-03,339,101063.00,32749641.00,330.00,321.00,322.00
261,2020-12-02,366,130000.00,42406982.00,330.00,323.00,325.00
262,2020-12-01,418,111587.00,36457650.00,336.00,323.00,326.00
263,2020-11-30,822,206797.00,70729472.00,364.00,329.00,335.00
264,2020-11-29,955,232208.00,78466126.00,352.00,321.00,343.00
265,2020-11-26,574,195812.00,63226602.00,328.00,317.00,321.00
266,2020-11-25,364,115681.00,36459620.00,326.00,312.00,318.00
267,2020-11-24,243,64248.00,20135017.00,316.00,311.00,312.00
268,2020-11-23,271,71053.00,22375945.00,320.00,313.00,314.00
269,2020-11-22,317,70542.00,22388831.00,322.00,314.00,316.00
270,2020-11-19,285,70587.00,22150206.00,317.00,312.00,315.00
271,2020-11-18,253,62997.00,19832693.00,322.00,308.00,316.00
272,2020-11-12,328,80634.00,25816209.00,322.00,315.00,320.00
273,2020-11-11,235,71190.00,22295140.00,316.00,310.00,316.00
274,2020-11-10,303,76038.00,23574514.00,316.00,307.00,312.00
275,2020-11-09,327,93281.00,28766938.00,314.00,307.00,309.00
276,2020-11-08,540,181586.00,56376117.00,328.00,308.00,310.00
277,2020-11-05,374,66297.00,20817441.00,333.00,312.00,313.00
278,2020-11-04,195,33556.00,10685624.00,336.00,317.00,318.00
279,2020-11-03,268,47826.00,15314485.00,326.00,318.00,320.00
280,2020-11-02,623,109052.00,35182374.00,326.00,321.00,322.00
281,2020-11-01,1123,283308.00,100063362.00,372.00,351.00,352.00
282,2020-10-29,599,149951.00,53372637.00,365.00,350.00,355.00
283,2020-10-28,528,109867.00,38569132.00,359.00,340.00,357.00
284,2020-10-22,196,53142.00,18141787.00,343.00,340.00,341.00
285,2020-10-21,111,30047.00,10246898.00,343.00,339.00,342.00
286,2020-10-20,130,20746.00,7044789.00,344.00,337.00,340.00
287,2020-10-19,181,30157.00,10180450.00,340.00,336.00,340.00
288,2020-10-18,197,38030.00,12896574.00,362.00,337.00,340.00
289,2020-10-15,318,64652.00,22296529.00,350.00,343.00,345.00
290,2020-10-14,1021,208273.00,72543884.00,359.00,344.00,345.00
291,2020-10-13,127,35556.00,12143076.00,344.00,339.00,340.00
292,2020-10-12,157,31337.00,10636593.00,341.00,338.00,341.00
293,2020-10-11,190,50866.00,17318873.00,347.00,338.00,341.00
294,2020-10-08,264,85868.00,29685175.00,351.00,341.00,344.00
295,2020-10-07,224,58162.00,20023200.00,347.00,341.00,347.00
296,2020-10-06,103,24622.00,8472433.00,345.00,343.00,344.00
297,2020-10-05,153,32804.00,11343674.00,348.00,344.00,345.00
298,2020-10-04,199,47290.00,16296483.00,352.00,343.00,344.00
299,2020-10-01,203,34784.00,11919952.00,345.00,339.00,341.00
300,2020-09-30,168,35431.00,12006086.00,342.00,336.00,339.00
301,2020-09-29,105,15279.00,5207388.00,343.00,339.00,341.00
302,2020-09-28,130,28675.00,9898867.00,347.00,343.00,343.00
303,2020-09-27,130,32269.00,11142222.00,348.00,343.00,346.00
304,2020-09-24,118,17914.00,6153224.00,362.00,341.00,344.00
305,2020-09-23,137,32514.00,11078393.00,345.00,337.00,345.00
306,2020-09-22,195,39719.00,13642638.00,350.00,340.00,340.00
307,2020-09-21,230,51398.00,17906886.00,352.00,346.00,348.00
308,2020-09-20,260,66577.00,23427676.00,360.00,349.00,351.00
309,2020-09-17,294,72370.00,25039216.00,350.00,341.00,348.00
310,2020-09-16,89,31247.00,10678703.00,344.00,339.00,343.00
311,2020-09-15,166,28238.00,9720024.00,349.00,340.00,343.00
312,2020-09-14,195,31061.00,10679398.00,350.00,338.00,345.00
313,2020-09-13,283,63808.00,21450367.00,340.00,333.00,338.00
314,2020-09-10,154,31556.00,10718817.00,346.00,337.00,339.00
315,2020-09-09,141,24172.00,8209400.00,346.00,335.00,340.00
316,2020-09-08,112,17965.00,6113121.00,344.00,338.00,340.00
317,2020-09-07,134,21519.00,7410721.00,347.00,343.00,344.00
318,2020-09-06,202,46651.00,16408163.00,359.00,348.00,349.00
319,2020-09-03,153,30305.00,10716905.00,359.00,351.00,352.00
320,2020-09-02,243,62413.00,22000958.00,357.00,347.00,354.00
321,2020-08-31,191,51664.00,18089024.00,357.00,347.00,348.00
322,2020-08-30,93,42053.00,14610522.00,352.00,344.00,350.00
323,2020-08-27,207,50165.00,17720820.00,359.00,348.00,349.00
324,2020-08-26,246,70492.00,24591270.00,356.00,340.00,356.00
325,2020-08-25,103,19559.00,6676270.00,345.00,338.00,341.00
326,2020-08-24,119,24033.00,8156188.00,342.00,334.00,341.00
327,2020-08-23,64,9744.00,3244469.00,335.00,330.00,334.00
328,2020-08-20,98,17064.00,5644785.00,334.00,329.00,330.00
329,2020-08-19,117,22261.00,7380847.00,334.00,329.00,331.00
330,2020-08-18,130,26555.00,8926139.00,339.00,334.00,335.00
331,2020-08-17,78,12060.00,4058345.00,343.00,335.00,338.00
332,2020-08-16,121,28050.00,9474503.00,345.00,330.00,337.00
333,2020-08-13,138,21751.00,7529100.00,352.00,343.00,345.00
334,2020-08-12,122,28714.00,9964761.00,352.00,340.00,352.00
335,2020-08-11,115,18718.00,6563057.00,354.00,349.00,349.00
336,2020-08-10,190,34049.00,11811668.00,351.00,340.00,349.00
337,2020-08-09,99,17245.00,5835483.00,340.00,333.00,340.00
338,2020-08-06,157,30337.00,10275884.00,345.00,336.00,343.00
339,2020-08-05,202,50318.00,17366799.00,352.00,342.00,343.00
340,2020-08-03,109,32827.00,11604259.00,362.00,344.00,355.00
341,2020-08-02,222,39308.00,13911664.00,360.00,350.00,350.00
342,2020-07-30,128,30440.00,11018866.00,366.00,358.00,362.00
343,2020-07-29,202,50086.00,18320293.00,370.00,362.00,363.00
344,2020-07-28,137,37729.00,13996489.00,375.00,363.00,371.00
345,2020-07-27,202,47950.00,17812452.00,374.00,370.00,370.00
346,2020-07-26,170,46990.00,17355869.00,376.00,366.00,369.00
347,2020-07-23,165,30954.00,11287817.00,369.00,361.00,366.00
348,2020-07-22,166,45362.00,16662014.00,374.00,362.00,367.00
349,2020-07-21,334,86705.00,32287754.00,389.00,362.00,367.00
350,2020-07-20,617,170489.00,65555168.00,409.00,373.00,374.00
351,2020-07-19,6,437.00,153807.00,372.00,351.00,372.00
352,2020-07-16,207,51675.00,17795479.00,354.00,332.00,345.00
353,2020-07-15,131,20057.00,6653824.00,338.00,327.00,330.00
354,2020-07-14,88,34079.00,11205454.00,331.00,326.00,327.00
355,2020-07-13,64,12271.00,4005809.00,332.00,320.00,327.00
356,2020-07-12,98,24763.00,8000349.00,327.00,320.00,325.00
357,2020-07-09,84,25699.00,8265311.00,327.00,315.00,323.00
358,2020-07-08,69,20288.00,6544084.00,328.00,319.00,320.00
359,2020-07-07,107,21134.00,6836515.00,330.00,318.00,325.00
360,2020-07-06,89,29742.00,9383314.00,321.00,310.00,319.00
361,2020-07-05,138,46767.00,14712257.00,322.00,310.00,312.00
362,2020-07-02,51,36407.00,11734570.00,341.00,307.00,316.00
363,2020-07-01,37,13241.00,4478266.00,344.00,330.00,341.00
364,2020-06-30,33,7122.00,2235413.00,326.00,305.00,326.00
365,2020-06-29,116,25965.00,7648135.00,315.00,287.00,305.00
366,2020-05-12,1,25.00,7950.00,318.00,318.00,318.00
367,2020-03-22,31,11110.00,3545950.00,332.00,317.00,324.00
368,2020-03-19,287,97174.00,31055153.00,330.00,303.00,320.00
369,2020-03-18,167,47311.00,15056423.00,331.00,308.00,320.00
370,2020-03-17,241,79997.00,26392673.00,338.00,324.00,325.00
371,2020-03-16,264,82569.00,27768544.00,345.00,331.00,335.00
372,2020-03-15,351,115425.00,39488722.00,349.00,335.00,335.00
373,2020-03-12,300,90904.00,32220932.00,373.00,349.00,349.00
374,2020-03-11,274,112939.00,39958875.00,369.00,341.00,360.00
375,2020-03-10,141,65117.00,22747519.00,362.00,343.00,343.00
376,2020-03-05,277,70333.00,25686127.00,375.00,356.00,364.00
377,2020-03-04,397,127334.00,47709032.00,388.00,368.00,369.00
378,2020-03-03,511,149344.00,57182578.00,398.00,365.00,386.00
379,2020-03-02,395,116890.00,45977428.00,410.00,380.00,380.00
380,2020-03-01,627,208901.00,87950485.00,436.00,410.00,414.00
381,2020-02-27,605,215520.00,88619840.00,437.00,390.00,424.00
382,2020-02-26,338,117668.00,47064441.00,405.00,395.00,399.00
383,2020-02-25,234,56273.00,21999945.00,399.00,380.00,394.00
384,2020-02-24,473,137550.00,54248990.00,405.00,382.00,390.00
385,2020-02-23,496,154623.00,58107893.00,390.00,360.00,387.00
386,2020-02-20,186,54743.00,19444500.00,358.00,354.00,355.00
387,2020-02-19,96,27725.00,9890329.00,359.00,352.00,357.00
388,2020-02-18,265,75852.00,27267483.00,365.00,355.00,357.00
389,2020-02-17,313,82075.00,28901891.00,357.00,347.00,355.00
390,2020-02-16,133,29574.00,10161915.00,348.00,341.00,344.00
391,2020-02-13,107,27164.00,9426566.00,350.00,344.00,344.00
392,2020-02-12,113,39018.00,13663170.00,352.00,348.00,349.00
393,2020-02-11,115,27892.00,9670299.00,349.00,343.00,348.00
394,2020-02-10,86,25325.00,8658041.00,346.00,340.00,342.00
395,2020-02-09,80,17615.00,6046570.00,346.00,340.00,340.00
396,2020-02-06,149,27650.00,9582578.00,348.00,342.00,346.00
397,2020-02-05,77,12466.00,4341710.00,351.00,346.00,348.00
398,2020-02-04,100,21198.00,7456233.00,354.00,348.00,349.00
399,2020-02-03,162,41194.00,14624232.00,359.00,352.00,353.00
400,2020-02-02,178,55074.00,19502731.00,356.00,350.00,355.00
401,2020-01-30,99,23739.00,8207633.00,350.00,343.00,347.00
402,2020-01-29,58,17917.00,6155861.00,347.00,342.00,343.00
403,2020-01-28,115,39218.00,13663806.00,353.00,343.00,346.00
404,2020-01-27,73,22763.00,7908361.00,350.00,345.00,350.00
405,2020-01-26,69,17650.00,6105956.00,348.00,342.00,347.00
406,2020-01-23,90,23388.00,8153207.00,352.00,345.00,346.00
407,2020-01-22,56,11912.00,4161700.00,353.00,346.00,352.00
408,2020-01-21,80,20508.00,7168048.00,353.00,346.00,353.00
409,2020-01-20,153,73143.00,25917027.00,365.00,350.00,351.00
410,2020-01-19,145,58480.00,20804477.00,359.00,351.00,358.00
411,2020-01-16,142,50338.00,17740835.00,360.00,349.00,349.00
412,2020-01-15,107,42788.00,14765666.00,352.00,340.00,350.00
413,2020-01-14,100,32388.00,11093448.00,346.00,339.00,343.00
414,2020-01-13,146,46070.00,15895518.00,350.00,336.00,346.00
415,2020-01-12,119,31499.00,10601747.00,341.00,332.00,341.00
416,2020-01-09,79,21136.00,6969761.00,333.00,325.00,330.00
417,2020-01-08,100,37066.00,12300579.00,337.00,327.00,327.00
418,2020-01-07,167,59699.00,19808354.00,338.00,327.00,334.00
419,2020-01-06,113,28001.00,9077192.00,327.00,321.00,326.00
420,2020-01-05,56,15644.00,4962350.00,321.00,313.00,318.00
421,2020-01-02,37,11998.00,3746067.00,313.00,311.00,313.00
422,2020-01-01,20,5127.00,1604871.00,314.00,312.00,313.00
423,2019-12-31,59,15113.00,4730813.00,315.00,312.00,313.00
424,2019-12-30,46,14227.00,4426880.00,313.00,310.00,313.00
425,2019-12-29,39,6143.00,1914453.00,314.00,311.00,311.00
426,2019-12-26,37,10682.00,3364522.00,319.00,314.00,314.00
427,2019-12-25,38,9061.00,2858604.00,317.00,314.00,314.00
428,2019-12-24,76,27483.00,8728981.00,319.00,316.00,316.00
429,2019-12-23,57,10946.00,3425398.00,314.00,312.00,313.00
430,2019-12-22,41,8168.00,2539331.00,313.00,310.00,311.00
431,2019-12-19,32,8721.00,2719700.00,315.00,310.00,310.00
432,2019-12-18,32,14891.00,4676421.00,316.00,313.00,314.00
433,2019-12-17,34,7048.00,2211743.00,315.00,313.00,314.00
434,2019-12-16,36,11809.00,3727194.00,318.00,313.00,313.00
435,2019-12-15,106,35176.00,11165267.00,321.00,312.00,314.00
436,2019-12-12,54,13998.00,4376819.00,315.00,311.00,313.00
437,2019-12-11,37,14535.00,4539185.00,313.00,311.00,311.00
438,2019-12-10,44,11282.00,3501413.00,312.00,309.00,311.00
439,2019-12-09,37,14977.00,4600429.00,310.00,306.00,309.00
440,2019-12-08,45,12188.00,3729404.00,308.00,305.00,306.00
441,2019-12-05,51,14385.00,4399025.00,307.00,305.00,305.00
442,2019-12-04,28,6259.00,1910439.00,306.00,303.00,306.00
443,2019-12-03,42,11601.00,3514960.00,306.00,302.00,304.00
444,2019-12-02,31,7350.00,2228940.00,305.00,303.00,303.00
445,2019-12-01,42,14630.00,4443890.00,306.00,303.00,304.00
446,2019-11-28,77,32241.00,9828321.00,306.00,303.00,304.00
447,2019-11-27,33,10586.00,3218564.00,307.00,303.00,307.00
448,2019-11-26,31,4696.00,1423724.00,305.00,300.00,304.00
449,2019-11-25,34,5652.00,1701369.00,303.00,300.00,303.00
450,2019-11-24,67,19879.00,5980334.00,302.00,300.00,301.00
451,2019-11-21,46,8353.00,2520674.00,306.00,300.00,303.00
452,2019-11-20,39,8509.00,2609634.00,310.00,305.00,306.00
453,2019-11-19,23,3930.00,1202781.00,307.00,305.00,306.00
454,2019-11-18,31,8716.00,2674048.00,307.00,305.00,307.00
455,2019-11-17,41,12366.00,3793176.00,309.00,304.00,306.00
456,2019-11-14,54,14942.00,4563163.00,307.00,305.00,306.00
457,2019-11-13,21,5176.00,1582521.00,308.00,304.00,306.00
458,2019-11-12,46,13634.00,4185078.00,314.00,305.00,305.00
459,2019-11-11,64,12986.00,3996184.00,310.00,306.00,308.00
460,2019-11-10,36,6333.00,1936419.00,307.00,305.00,307.00
461,2019-11-07,26,3595.00,1096931.00,308.00,304.00,306.00
462,2019-11-06,28,6385.00,1952043.00,308.00,305.00,308.00
463,2019-11-05,49,22963.00,6996764.00,306.00,304.00,304.00
464,2019-11-04,47,12890.00,3933534.00,306.00,304.00,305.00
465,2019-11-03,53,9834.00,3007645.00,308.00,305.00,308.00
466,2019-10-31,60,17864.00,5496056.00,312.00,305.00,307.00
467,2019-10-24,43,5857.00,1833073.00,315.00,312.00,312.00
468,2019-10-23,21,7322.00,2277622.00,312.00,309.00,312.00
469,2019-10-22,39,4138.00,1275679.00,310.00,303.00,310.00
470,2019-10-21,53,13021.00,3987520.00,322.00,304.00,305.00
471,2019-10-20,30,5476.00,1669816.00,310.00,304.00,304.00
472,2019-10-17,28,5234.00,1598273.00,306.00,304.00,305.00
473,2019-10-16,37,8686.00,2666956.00,309.00,306.00,306.00
474,2019-10-15,40,11578.00,3564118.00,309.00,307.00,309.00
475,2019-10-14,58,8265.00,2519123.00,309.00,302.00,304.00
476,2019-10-10,9,1550.00,476750.00,310.00,306.00,308.00
477,2019-10-03,24,3570.00,1097870.00,309.00,307.00,308.00
478,2019-10-02,22,3710.00,1133535.00,308.00,305.00,307.00
479,2019-10-01,52,12581.00,3862204.00,312.00,304.00,307.00
480,2019-09-30,104,27304.00,8237236.00,315.45,300.00,304.00
481,2019-09-29,290,74291.00,25690317.00,348.00,345.00,347.00
482,2019-09-26,126,36206.00,12509954.00,348.00,345.00,345.00
483,2019-09-25,109,24941.00,8656292.00,350.00,345.00,345.00
484,2019-09-24,107,90950.00,31694314.00,351.00,347.00,348.00
485,2019-09-23,66,13392.00,4633230.00,348.00,344.00,348.00
486,2019-09-22,66,12034.00,4183233.00,352.00,344.00,345.00
487,2019-09-19,74,15538.00,5478805.00,356.00,349.00,349.00
488,2019-09-18,78,22695.00,7994913.00,355.00,350.00,354.00
489,2019-09-17,86,36622.00,12844232.00,354.00,347.00,353.00
490,2019-09-16,89,24165.00,8386890.00,350.00,345.00,347.00
491,2019-09-15,101,32645.00,11502214.00,355.00,349.00,349.00
492,2019-09-12,77,19880.00,7045930.00,356.00,351.00,355.00
493,2019-09-11,72,16203.00,5687913.00,354.00,345.00,354.00
494,2019-09-10,52,12019.00,4205491.00,353.00,345.00,352.00
495,2019-09-10,52,12019.00,4205491.00,353.00,345.00,352.00
496,2019-09-09,99,17181.00,6014544.00,352.00,348.00,350.00
497,2019-09-08,106,21746.00,7685179.00,355.00,352.00,352.00
498,2019-09-05,105,20199.00,7166927.00,356.00,353.00,355.00
499,2019-09-04,171,44372.00,15703277.00,358.00,348.00,354.00
500,2019-09-03,190,49176.00,17006953.00,355.00,338.00,355.00
501,2019-09-02,93,17617.00,6028722.00,346.00,338.00,338.00
502,2019-09-01,53,26059.00,9044866.00,349.00,343.00,346.00
503,2019-08-29,57,9826.00,3421289.00,350.00,346.00,348.00
504,2019-08-28,43,8742.00,3052508.00,355.00,348.00,348.00
505,2019-08-27,29,3476.00,1219463.00,352.00,349.00,350.00
506,2019-08-26,67,23151.00,8089642.00,353.00,348.00,348.00
507,2019-08-25,56,14300.00,4977379.00,357.00,346.00,350.00
508,2019-08-22,53,12895.00,4512851.00,352.00,348.00,350.00
509,2019-08-21,38,6813.00,2379477.00,352.00,347.00,348.00
510,2019-08-20,44,7494.00,2616632.00,354.00,347.00,347.00
511,2019-08-19,65,12256.00,4280675.00,353.00,345.00,350.00
512,2019-08-18,29,5233.00,1815578.00,348.00,346.00,348.00
513,2019-08-15,50,12765.00,4424186.00,350.00,344.00,350.00
514,2019-08-14,39,9650.00,3349457.00,353.00,344.00,346.00
515,2019-08-13,34,6962.00,2420706.00,349.00,346.00,348.00
516,2019-08-12,47,16588.00,5791713.00,350.00,348.00,348.00
517,2019-08-11,43,9817.00,3436550.00,353.00,349.00,349.00
518,2019-08-08,44,13000.00,4560914.00,354.00,350.00,352.00
519,2019-08-07,47,15030.00,5301449.00,355.00,346.00,355.00
520,2019-08-06,67,27237.00,9574055.00,355.00,349.00,349.00
521,2019-08-05,45,9263.00,3282738.00,355.00,353.00,354.00
522,2019-08-04,67,42690.00,15175913.00,359.00,354.00,354.00
523,2019-08-01,69,20232.00,7202959.00,358.00,355.00,356.00
524,2019-07-31,49,12263.00,4374770.00,358.00,354.00,357.00
525,2019-07-30,60,16780.00,5988189.00,360.00,356.00,357.00
526,2019-07-29,85,26123.00,9305140.00,358.00,354.00,356.00
527,2019-07-28,114,24819.00,8719344.00,357.00,349.00,351.00
528,2019-07-25,57,19164.00,6821597.00,359.00,354.00,354.00
529,2019-07-24,55,16569.00,5902206.00,360.00,355.00,357.00
530,2019-07-23,48,12922.00,4614890.00,360.00,356.00,357.00
531,2019-07-22,41,17018.00,6035886.00,356.00,353.00,355.00
532,2019-07-21,63,25230.00,8939574.00,357.00,352.00,355.00
533,2019-07-18,67,31408.00,11279578.00,361.00,357.00,357.00
534,2019-07-17,62,17566.00,6219723.00,356.00,352.00,356.00
535,2019-07-16,45,12517.00,4360635.00,365.00,346.00,348.00
536,2019-07-15,45,24019.00,8275411.00,348.00,340.00,348.00
537,2019-07-14,40,7368.00,2515866.00,342.00,340.00,341.00
538,2019-07-11,56,11130.00,3812783.00,346.00,340.00,341.00
539,2019-07-10,53,13738.00,4710956.00,347.00,341.00,342.00
540,2019-07-09,69,20252.00,6934269.00,344.00,340.00,342.00
541,2019-07-08,73,19972.00,6839380.00,350.00,341.00,343.00
542,2019-07-07,115,32574.00,11274088.00,350.00,343.00,345.00
543,2019-07-04,88,22486.00,7898618.00,355.00,350.00,351.00
544,2019-07-03,84,32229.00,11326560.00,353.00,350.00,350.00
545,2019-07-02,59,13341.00,4642361.00,350.00,346.00,350.00
546,2019-07-01,83,30701.00,10616316.00,348.00,345.00,346.00
547,2019-06-30,86,19871.00,6944917.00,352.00,347.00,348.00
548,2019-06-27,62,24407.00,8536831.00,350.00,348.00,350.00
549,2019-06-26,83,33161.00,11559705.00,351.00,346.00,349.00
550,2019-06-25,46,20716.00,7237131.00,351.00,348.00,350.00
551,2019-06-24,78,23547.00,8218620.00,355.00,346.00,350.00
552,2019-06-23,61,16078.00,5604381.00,353.00,347.00,349.00
553,2019-06-20,54,19108.00,6684591.00,351.00,348.00,350.00
554,2019-06-19,52,14398.00,5025596.00,352.00,348.00,350.00
555,2019-06-18,43,9350.00,3255388.00,350.00,346.00,349.00
556,2019-06-17,71,30072.00,10387585.00,350.00,343.00,346.00
557,2019-06-16,65,26396.00,9098463.00,350.00,344.00,345.00
558,2019-06-13,73,23209.00,8032818.00,348.00,345.00,348.00
559,2019-06-12,37,8767.00,3042991.00,349.00,345.00,347.00
560,2019-06-11,57,17299.00,6015241.00,350.00,347.00,347.00
561,2019-06-10,82,28978.00,10104144.00,352.00,346.00,348.00
562,2019-06-06,65,16639.00,5833224.00,353.00,350.00,350.00
563,2019-06-04,61,13557.00,4776237.00,358.00,351.00,353.00
564,2019-06-03,66,27774.00,9825988.00,356.00,352.00,354.00
565,2019-06-02,59,7596.00,2705539.00,360.00,354.00,355.00
566,2019-05-30,151,56447.00,20513313.00,371.00,358.00,359.00
567,2019-05-29,44,26383.00,9417626.00,360.00,355.00,357.00
568,2019-05-28,43,8031.00,2849975.00,357.00,353.00,357.00
569,2019-05-27,51,11045.00,3921704.00,358.00,351.00,355.00
570,2019-05-26,55,13544.00,4819447.00,358.00,354.00,354.00
571,2019-05-23,51,13092.00,4679768.00,362.00,356.00,358.00
572,2019-05-22,72,21214.00,7634411.00,361.00,359.00,360.00
573,2019-05-21,52,13563.00,4879197.00,361.00,358.00,359.00
574,2019-05-20,66,18278.00,6583556.00,363.00,359.00,360.00
575,2019-05-19,50,14450.00,5212542.00,362.00,360.00,362.00
576,2019-05-16,59,19617.00,7093722.00,365.00,360.00,362.00
577,2019-05-15,185,71380.00,26060019.00,368.00,362.00,365.00
578,2019-05-14,113,44888.00,16208893.00,363.00,358.00,362.00
579,2019-05-13,78,28389.00,10137966.00,360.00,355.00,358.00
580,2019-05-12,77,24333.00,8635201.00,357.00,351.00,357.00
581,2019-05-09,73,14608.00,5219802.00,360.00,356.00,356.00
582,2019-05-08,72,18957.00,6801240.00,360.00,355.00,356.00
583,2019-05-07,118,29261.00,10537438.00,363.00,358.00,360.00
584,2019-05-06,112,26423.00,9330731.00,358.00,347.00,356.00
585,2019-05-05,100,21589.00,7606891.00,355.00,351.00,353.00
586,2019-05-02,79,18475.00,6561844.00,358.00,352.00,355.00
587,2019-04-30,113,29972.00,10715526.00,365.00,354.00,357.00
588,2019-04-29,195,67429.00,24215911.00,363.00,353.00,362.00
589,2019-04-28,243,66192.00,24048856.00,370.00,358.00,361.00
590,2019-04-25,430,127533.00,46103447.00,366.00,354.00,363.00
591,2019-04-24,112,34549.00,11970881.00,354.00,339.00,351.00
592,2019-04-23,80,39973.00,13619192.00,345.00,334.00,340.00
593,2019-04-22,104,33108.00,11388353.00,350.00,339.00,340.00
594,2019-04-21,92,32654.00,11230845.00,346.00,339.00,346.00
595,2019-04-18,153,46681.00,15936964.00,345.00,334.00,342.00
596,2019-04-17,131,41697.00,13906229.00,340.00,329.00,334.00
597,2019-04-16,82,19447.00,6382838.00,336.00,322.00,334.00
598,2019-04-15,56,13792.00,4421148.00,324.00,319.00,324.00
599,2019-04-11,43,11956.00,3806259.00,320.00,317.00,318.00
600,2019-04-10,69,23090.00,7376838.00,322.00,318.00,319.00
601,2019-04-09,98,42865.00,13749043.00,325.00,318.00,318.00
602,2019-04-08,139,40656.00,13095497.00,329.00,318.00,319.00
603,2019-04-07,91,32782.00,10394471.00,328.00,307.00,323.00
604,2019-04-04,77,21193.00,6621358.00,315.00,309.00,313.00
605,2019-04-03,88,27919.00,8812612.00,320.00,311.00,315.00
606,2019-04-02,106,30451.00,9424667.00,315.00,305.00,315.00
607,2019-04-01,80,26242.00,7929014.00,307.00,300.00,306.00
608,2019-03-31,50,14111.00,4247131.00,302.00,300.00,302.00
609,2019-03-28,43,9134.00,2743461.00,303.00,299.00,300.00
610,2019-03-27,42,11255.00,3364137.00,302.00,298.00,302.00
611,2019-03-26,43,8313.00,2473387.00,300.00,296.00,299.00
