S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
121,2021-06-27,64,5595.00,3762264.00,693.00,669.00,670.00
122,2021-06-24,60,4308.00,2964995.00,726.00,665.00,685.00
123,2021-06-23,113,6502.00,4589956.00,735.00,686.00,686.00
124,2021-06-22,79,5608.00,3855542.00,700.00,668.00,700.00
125,2021-06-21,103,10013.00,6613865.00,680.00,652.00,655.00
126,2021-06-20,93,5948.00,4034462.00,699.00,657.00,667.00
127,2021-06-17,92,4951.00,3357482.00,695.00,658.00,683.00
128,2021-06-16,162,9691.00,6613835.00,710.00,651.00,680.00
129,2021-06-15,76,3498.00,2515491.00,731.00,707.00,709.00
130,2021-06-14,128,8257.00,6052782.00,780.00,725.00,732.00
131,2021-06-13,181,13591.00,9856312.00,750.00,695.00,743.00
132,2021-06-10,111,8580.00,6021372.00,721.00,693.00,693.00
133,2021-06-09,86,6971.00,4863829.00,707.00,685.00,707.00
134,2021-06-08,96,7503.00,5282154.00,715.00,696.00,698.00
135,2021-06-07,84,5125.00,3602855.00,719.00,692.00,701.00
136,2021-06-06,62,4362.00,3121008.00,731.00,705.00,705.00
137,2021-06-03,73,9451.00,6825310.00,745.00,710.00,715.00
138,2021-06-02,63,4246.00,3066269.00,745.00,730.00,722.00
139,2021-06-01,42,3388.00,2502400.00,745.00,730.00,730.00
140,2021-05-31,81,6769.00,4994724.00,753.00,727.00,733.00
141,2021-05-30,100,7205.00,5354921.00,770.00,725.00,739.00
142,2021-05-27,97,7454.00,5545342.00,764.00,730.00,742.00
143,2021-05-25,81,7760.00,5838832.00,760.00,740.00,750.00
144,2021-05-24,166,11170.00,8404250.00,763.00,740.00,750.00
145,2021-05-23,149,10710.00,7870070.00,752.00,700.00,742.00
146,2021-05-20,135,9317.00,6782802.00,772.00,715.00,724.00
147,2021-05-19,137,8847.00,6464264.00,750.00,716.00,722.00
148,2021-05-18,254,15005.00,11450654.00,786.00,743.00,753.00
149,2021-05-17,345,24958.00,17930946.00,742.00,675.00,742.00
150,2021-05-16,76,6728.00,4531313.00,680.00,670.00,675.00
151,2021-05-13,85,5044.00,3376044.00,680.00,666.00,667.00
152,2021-05-12,54,4451.00,2984585.00,675.00,668.00,671.00
153,2021-05-11,37,1177.00,788282.00,680.00,665.00,670.00
154,2021-05-10,91,5936.00,4016209.00,689.00,665.00,674.00
155,2021-05-09,236,18750.00,12714003.00,695.00,650.00,676.00
156,2021-05-06,42,2578.00,1666410.00,650.00,643.00,646.00
157,2021-05-05,44,2875.00,1876206.00,659.00,650.00,651.00
158,2021-05-04,46,2850.00,1874237.00,668.00,650.00,658.00
159,2021-05-03,50,5896.00,3878708.00,674.00,652.00,655.00
160,2021-05-02,52,3561.00,2343694.00,675.00,648.00,665.00
161,2021-04-29,27,1473.00,972843.00,665.00,655.00,660.00
162,2021-04-28,20,1290.00,849500.00,669.00,650.00,650.00
163,2021-04-27,51,3440.00,2266395.00,680.00,627.00,659.00
164,2021-04-26,71,8239.00,5328876.00,661.00,637.00,639.00
165,2021-04-25,71,9075.00,6027344.00,682.00,656.00,658.00
166,2021-04-22,28,1265.00,839545.00,675.00,653.00,669.00
167,2021-04-21,33,2789.00,1868302.00,683.00,665.00,666.00
168,2021-04-20,54,4394.00,2958508.00,695.00,660.00,670.00
169,2021-04-19,63,5962.00,4005554.00,681.00,668.00,670.00
170,2021-04-18,113,12616.00,8640839.00,698.00,675.00,681.00
171,2021-04-15,126,11125.00,7400320.00,686.00,652.00,674.00
172,2021-04-13,74,5497.00,3573944.00,660.00,642.00,654.00
173,2021-04-12,45,3210.00,2091935.00,660.00,647.00,648.00
174,2021-04-08,33,2080.00,1346455.00,655.00,643.00,648.00
175,2021-04-07,35,2446.00,1583848.00,654.00,643.00,645.00
176,2021-04-06,55,4477.00,2908764.00,656.00,643.00,651.00
177,2021-04-05,35,3892.00,2517407.00,650.00,642.00,650.00
178,2021-04-04,61,3615.00,2363745.00,667.00,647.00,650.00
179,2021-04-01,56,6850.00,4489950.00,665.00,648.00,654.00
180,2021-03-31,64,3913.00,2561330.00,663.00,645.00,650.00
181,2021-03-30,37,2160.00,1414329.00,670.00,645.00,650.00
182,2021-03-29,43,2694.00,1737220.00,677.00,632.00,650.00
183,2021-03-25,74,8974.00,5815586.00,657.00,640.00,640.00
184,2021-03-24,33,4035.00,2618622.00,667.00,644.00,645.00
185,2021-03-23,40,3468.00,2236707.00,663.00,640.00,645.00
186,2021-03-22,56,6316.00,4129216.00,666.00,647.00,650.00
187,2021-03-21,85,9008.00,5980653.00,683.00,651.00,677.00
188,2021-03-18,52,3520.00,2332415.00,670.00,657.00,670.00
189,2021-03-17,20,1255.00,817980.00,666.00,640.00,654.00
190,2021-03-16,51,4653.00,3004698.00,656.00,640.00,641.00
191,2021-03-15,43,5325.00,3487785.00,670.00,645.00,645.00
192,2021-03-14,40,3530.00,2337960.00,680.00,653.00,665.00
193,2021-03-10,48,3522.00,2395466.00,696.00,670.00,672.00
194,2021-03-09,47,3758.00,2534436.00,700.00,663.00,670.00
195,2021-03-07,27,1765.00,1193005.00,690.00,666.00,669.00
196,2021-03-04,47,2917.00,1997119.00,701.00,675.00,677.00
197,2021-03-03,58,7425.00,4903440.00,680.00,650.00,670.00
198,2021-03-02,111,8720.00,5983138.00,720.00,660.00,670.00
199,2021-03-01,82,7273.00,4945222.00,723.00,641.00,719.00
200,2021-02-28,80,5893.00,3836078.00,673.00,637.00,665.00
201,2021-02-25,56,6151.00,4251369.00,705.00,680.00,686.00
202,2021-02-24,50,5825.00,4092103.00,714.00,688.00,708.00
203,2021-02-23,117,12156.00,8478352.00,730.00,673.00,700.00
204,2021-02-22,94,15234.00,11091972.00,774.00,710.00,729.00
205,2021-02-21,157,13697.00,10184295.00,800.00,712.00,760.00
206,2021-02-18,469,40904.00,31194594.00,794.00,687.00,764.00
207,2021-02-17,40,4200.00,3021910.00,722.00,689.00,722.00
208,2021-02-16,138,10270.00,6736500.00,657.00,609.00,657.00
209,2021-02-15,130,10661.00,6362786.00,602.00,583.00,598.00
210,2021-02-14,175,20920.00,12034467.00,602.00,551.00,591.00
211,2021-02-11,31,2536.00,1387845.00,550.00,540.00,548.00
212,2021-02-10,65,5987.00,3317386.00,560.00,540.00,555.00
213,2021-02-09,48,17476.00,9644718.00,558.00,520.00,551.00
214,2021-02-08,86,7508.00,3942090.00,550.00,505.00,548.00
215,2021-02-07,51,4268.00,2298136.00,555.00,525.00,539.00
216,2021-02-04,78,17657.00,9828340.00,562.00,545.00,545.00
217,2021-02-03,41,4559.00,2554423.00,594.00,551.00,562.00
218,2021-02-02,57,5834.00,3307587.00,575.00,560.00,566.00
219,2021-02-01,77,13019.00,7000194.00,553.00,528.00,553.00
220,2021-01-31,63,8564.00,4535955.00,545.00,525.00,530.00
221,2021-01-28,89,9363.00,5144557.00,570.00,523.00,540.00
222,2021-01-27,100,8874.00,4893774.00,575.00,539.00,550.00
223,2021-01-26,160,27794.00,15659170.00,579.00,550.00,570.00
224,2021-01-25,206,26058.00,14231949.00,590.00,515.00,550.00
225,2021-01-24,400,47284.00,27309485.00,601.00,520.00,572.00
226,2021-01-21,27,15525.00,8489475.00,547.00,522.00,547.00
227,2021-01-20,33,5170.00,2571060.00,498.00,467.00,498.00
228,2021-01-19,381,67157.00,29259512.00,453.00,400.00,453.00
229,2021-01-18,24,3080.00,1248520.00,412.00,393.00,412.00
230,2021-01-17,20,2110.00,788170.00,375.00,358.00,375.00
231,2021-01-13,36,7738.00,2637598.00,341.00,325.00,341.00
232,2021-01-12,29,4271.00,1322770.00,310.00,287.00,310.00
233,2021-01-11,38,2613.00,736366.00,282.00,262.00,282.00
234,2021-01-10,86,14379.00,3625464.00,257.00,237.00,257.00
235,2021-01-07,69,11208.00,2546058.00,234.00,222.00,234.00
236,2021-01-06,55,10820.00,2396465.00,225.00,210.00,222.00
237,2021-01-05,7,2855.00,598370.00,211.00,208.00,210.00
238,2021-01-04,15,2140.00,452900.00,214.00,210.00,211.00
239,2021-01-03,16,2690.00,572710.00,215.00,207.00,213.00
240,2020-12-31,10,766.00,161401.00,216.00,204.00,211.00
241,2020-12-30,1,50.00,10350.00,207.00,207.00,207.00
242,2020-12-29,6,780.00,164700.00,213.00,211.00,211.00
243,2020-12-28,23,1330.00,279190.00,215.00,206.00,211.00
244,2020-12-27,11,778.00,159172.00,206.00,202.00,205.00
245,2020-12-24,11,1105.00,230905.00,213.00,205.00,205.00
246,2020-12-23,14,830.00,177330.00,217.00,211.00,213.00
247,2020-12-22,18,1502.00,312193.00,213.00,204.00,213.00
248,2020-12-21,28,5110.00,1038450.00,210.00,200.00,207.00
249,2020-12-20,19,1360.00,284410.00,213.00,205.00,210.00
250,2020-12-17,15,675.00,142035.00,214.00,210.00,213.00
251,2020-12-16,15,2670.00,570990.00,217.00,208.00,214.00
252,2020-12-15,10,649.00,141876.00,222.00,214.00,214.00
253,2020-12-14,18,1907.00,415186.00,219.00,211.00,218.00
254,2020-12-13,42,4840.00,1045640.00,219.00,207.00,215.00
255,2020-12-10,20,1583.00,332226.00,213.00,203.00,211.00
256,2020-12-09,18,1090.00,228470.00,218.00,206.00,207.00
257,2020-12-08,8,495.00,104320.00,220.00,209.00,210.00
258,2020-12-07,22,3889.00,840454.00,221.00,208.00,217.00
259,2020-12-06,28,2705.00,563805.00,217.00,205.00,217.00
260,2020-12-03,12,960.00,205600.00,218.00,209.00,213.00
261,2020-12-02,32,5310.00,1128510.00,214.00,210.00,214.00
262,2020-12-01,20,4670.00,1009010.00,219.00,215.00,217.00
263,2020-11-30,21,2095.00,472790.00,231.00,220.00,220.00
264,2020-11-29,41,3540.00,770910.00,222.00,215.00,219.00
265,2020-11-26,25,2894.00,637761.00,232.00,219.00,219.00
266,2020-11-25,19,1550.00,343630.00,223.00,221.00,221.00
267,2020-11-24,33,5615.00,1247260.00,225.00,218.00,225.00
268,2020-11-23,43,4482.00,997288.00,228.00,220.00,228.00
269,2020-11-22,47,5950.00,1320900.00,226.00,215.00,222.00
270,2020-11-19,35,4595.00,1018045.00,228.00,218.00,227.00
